Rev_Title,Rev_Rate,Rev_Bdy,Rev_Hlp,Rev_Home,Prod_ID
Arrivé pile au bon moment,4.0,commandé en vue de cette sèche période de télétravail obligatoire pour tous et toutesil fait ce qui est indiqué sur la boite  inséré dans la tour loption bluetooth apparait aussitôt dans la barre des tâches  et on peut connecter ce quon veutje retire un pont car la portée est vraiment faible et là où mon casque bt me permet de méloigner de  avant de perdre le signal émis par ma chaîne cet adaptateur fatigue dès  de distancemais à ce prixlà ça reste une belle affaire,0,France,1
Windows 10 mais non reconnu entièrement (Bluetooth radio error code 10),2.0,bonjour à toussi vous avez windows  mais que cest avec  vieux pc de  ans environ updatéschez moi le plug and play na pas fonctionné  pourtant les  pc sous windows  anniversary update et à jour du  mai  radio code  na pas pu démarrerjai téléchargé la dernière version de ivt bluesoleil  les mots clefs sur google  driverredémarrage et jai connecté mon casque bos  dessus sans problème via ivt bluesoleil,1,France,1
Fonctionne nickel tant qu’il n’y a pas d’obstacle entre l’emett Et le récepteur.,3.0,la clef s’insta très facilement windows  la reconnaît instantanément le seul problème c’est que les équipements ne se connecte que lorsqu’ils sont en champs dégagés et visibilité direct si vous pensiez brancher la clef à l’arrière d’un pc et connecter une enceinte sans fil ça ne va pas marcher j’utilise un focal hub avec focal easya et ça ne fonctionne que si on branche la clef sur la façade avanthaut avec ligne de mire sans obstacle entre l’appareil bluetooth autant dire que c’est galère le airplay il n’y a tien de mieux  après faut voir pour l’aptx,0,France,1
Très bonne clé Bluetooth (mais),4.0,jai choisi cette clé car je viens dacheter un casque sans fil et mon pc est dépourvu du bluetooth intégré linstallation est facile la prise en main plutôt simple malgré linterface qui manque un peu dergonomie le gros bémol réside surtout sur le driver bluesoleil qui provoque un bug daffichage de licône réseau sous windows  malgré ça tout fonctionne mais cest pas vraiment plaisant de voir apparaitre un bug même mineur problème finalement résolu par la suite en y passant beaucoup de temps à trouver la solution et au final en désinstallant tous les drivers réseauxniveau son rien à redire je trouve que cest correct niveau portée du signal je nai pas testé énormément mais je peux changer détage sans problèmeau final je mets  étoiles le bug provoqué par le driver risque à mon avis de dissuader dautres utilisateurs,0,France,1
Dongle Usb / Bluetooth,2.0,cet article sert de  serveur  bluetooth il est peut être très efficace dans ce sens  on peut y appairer une tv  un téléphone  une tablette je voulais simplement mettre une souris bluetooth sur un pc  juste pour voir et ben cest très compliqué ici le driver nexiste pas sous seven  il faut installer tout le pack  celui qui est sur le minicd date de    pas facile de choisir le bon de plus ça doit utiliser pas mal les ressources  le déplacement nest pas du tout fluide malgré  réglages   un comble jai réinstallée la souris sur un autre pc  équipé également dun dogle bluetooth  simple cest reconnu tout de suite par seven  sans rien installer dautre et  ça marche aussi bien quen wifi cest dit ,2,France,1
"Connexion facile, mais pb avec le son",2.0,jai utilisé ce connecteur pour permettre à mon pc fixe une connexion sans fil avec mon casque boselinstallation est facile et rapide le son passe mais avec une nette perte de qualité par rapport à une connexion filaire jack le problème venant du fait que la connexion bluetooth ne permet pas de transporter la qualité audio initiale  je lai découvert après coup en cherchant à comprendre doù venait le problème dommage,0,France,1
Excellent dongle BT,5.0,commandé pour relier des oreillettes bluetooth à un pc de bureau non équipé du btlancien dongle adaptateur bt datait de plus de  ans mais nétablissait pas la liaison avec les oreillettes sans filceluici a fonctionné de suite dès quil a été inséré dans un port usb port dun hub usb  ports après recherche de nouveaux périphériquesrien à redire,0,France,1
Install facile sous Windows 10 - Très bonne portée Bluetooth de ce petit dongle USB.,5.0,ravi de cet achat installé en deux coups de cuillère à pot pairré dans les minutes qui suivent avec mon nouveau casque bluetooth un monde de différence avec mon casque filaire de  je peux aller dans tous les recoins de mon  y compris dans ma chambre derrière un mur et même sur la terrasse je ne perd rien de ma musique ou de ma conversation sous skype ou messenger,0,France,1
impeccable,5.0,acheté pour mon pc de travail en salle de cours dinformatique ou on peut utiliser son casque pour travaillerbranché redémarrer lordinateur elle est reconnu de suite appareillé avec mon casque bose achaté sur amazone aussi  de mon achat,0,France,1
Parfait,5.0,le produit fonctionne très bien installation un peu lente mais ça fonctionne bien je suis sous windows  et jai dû mettre le cd dommagesinon la portée est assez limitée quand même  ou  je trouve ça quand même un peu limitemais le produit fonctionne très bien linterface est très simple dutilisationedit je suis passé sous windows  le produit parfait maintenant même pas besoin du cd installation rapide je la débranche souvent et pourtant quand je la rebranche elle fonctionne en  secondes top chrono aucun problème après un peu plus  ans dutilisation,0,France,1
clef usb bluetooth,4.0,linstallation est automatique pour ma part jai testé le logiciel soleil donner avec la clef mais je lai vite retiré pour passer à la fonction de microsoft beaucoup plus simplejai beaucoup de coupures sur mes oreillettes bluetooth ce qui vaut les ́toiles car le son est bon mais des coupures  je suis déçu pour cela je nai pas encore testé de clavier ni de souris je modifierai à ce moment là,0,France,1
"Nomade à la maison, trop bien !",5.0,cette clé me permet dêtre libre découter des podcast radio dans toutes les autres pièces dun appartement dans paramètre je peux déconnecter le bluetooth et reprendre sur les petits hauts parleurs de bureau cest top  pour la mise en application je recommande de ne pas faire un arrêt redémarrer systématique mais dans un premier temps arrêter lordi attendre  secondes et redémarrer je fais suivre dans les pièces de mon appartement une petite enceinte bluetooth pour lécoute dinformations et autres sujets pris sur le web et très content je crie avantree  au franchissement de chaque seuil de porte,0,France,1
Small is beautiful,5.0,mattendant à devoir installer je ne sais quel driver du cd fourni ou depuis internet ou à devoir constater lune ou lautre limitation embêtante jai déballé lobjet et zouh je lai mis dans un port usb libre de mon pc  windows  secondes plus tard javais licône bluetooth dans ma barre de notifications je clique dessus et ma télévision à lautre bout de la maison ainsi que mon casque audio sont déjà répertoriés jai donc enfilé mon casque et directement profité de ma musiquefranchement rien à dire sur ce produit installation et fonctionnement impeccable jai même reçu un email du vendeur qui sassurait que tout allait bien avec des liens vers des articles et videos de support au casoùbref je recommande,1,France,1
Ne fonctionne pas pour moi,2.0,modèle   lot ́ il y a un an ne me sert jamais car pour moi ne fonctionne pas bien je modère ma note car soit je nai pas eu de chance et le produit reçu était défectueux soit lutilisation que jai voulu en faire nétait pas recommandéeen bref jai utilisé ce dongle sur mon pc  pro pour  connecter une manette  résultat  fonctionne un temps mais des déconnexions subites et aléatoires et finalement une reconnexion impossible inutilisable connecter des écouteurs bluetooth récemment achetés resultat  freeze forcant le reboot une fois les écouteurs connectésje narrive donc pas à trouver une utilisation à ce produit,0,France,1
parfait .,5.0,emballage soigné avec garantie  ans fourniele logiciel dinstallation fournie est utile pour les version de windows antérieur à   pourtant windows update a retrouvé pour mon compte le driver sur windows  sans avoir à installer le cdmoins de  minutes avant dêtre totalement opérationnel sans aucune manipulationfonctionne parfaitement  exactement comme si le bluetooth était dorigine dans le pc  une foi le périphérique appairé  enceinte caesque etc   lordinateur le reconnait parfaitement et se reconnecte dessus au redémarrage de lordinateurliaison stableje recommande ,0,France,1
